page_number,line_up_name,first_name,last_name,party_code,answers
731,Nordjyllands Storkreds,Ane,Halsboe-Jørgensen,A,4 2 2 4 4 2 4 2 2 2 4 5 4 2 4 4 2 4 4 2 4 4 2 2 2
732,Vestjyllands Storkreds,Anne,Paulin,A,4 1 2 4 5 1 4 2 2 4 4 4 2 2 4 2 2 4 5 2 4 4 2 2 2
733,Sydjyllands Storkreds,Anne Catherine Hoxcer,Nielsen,A,2 1 5 4 5 1 5 1 1 5 2 5 4 1 4 2 2 4 4 1 5 4 1 2 4
734,Københavns Storkreds,Asbjørn,Reissmann,A,5 2 4 2 2 2 4 2 4 4 5 5 4 2 4 2 2 4 2 2 4 2 2 4
735,Sydjyllands Storkreds,Benny,Engelbrecht,A,2 2 4 4 4 2 4 2 4 2 4 5 4 2 4 2 2 4 4 2 4 5 2 4 2
736,Sydjyllands Storkreds,Birgitte,Vind,A,4 2 2 2 4 1 4 2 2 2 4 5 4 2 4 2 2 4 2 2 4 2 2 2
737,UNKNOWN,Bjørn,Laursen,A,
738,Fyns Storkreds,Bjørn,Brandenborg,A,4 2 4 4 5 2 4 4 4 2 4 5 2 2 4 4 2 4 4 2 4 4 2 2 2
739,Østjyllands Storkreds,Camilla,Fabricius,A,4 2 2 4 4 1 4 2 2 4 4 4 4 2 2 2 2 2 4 2 2 4 2 2 4
740,Sjællands Storkreds,Carl Emil,Lind,A,4 2 4 5 4 1 4 2 2 4 4 5 4 2 2 2 2 4 4 2 4 5 2 2 2
741,Sydjyllands Storkreds,Christian,Rabjerg Madsen,A,2 2 2 4 4 2 4 2 2 4 4 5 4 2 4 2 2 4 2 2 4 4 2 4 2
742,Bornholms Storkreds,Christian,Faurholdt Jeppesen,A,5 2 2 4 5 1 4 1 4 4 1 5 5 2 4 1 2 4 2 4 2 4 1 2 5
743,Østjyllands Storkreds,Dorthe,Hindborg,A,4 2 4 1 4 2 4 1 2 4 1 5 5 1 2 1 1 2 2 4 2 4 2 2 4
744,Københavns Storkreds,Erik,Jensen,A,5 1 2 4 4 2 4 2 2 4 4 5 4 2 4 2 2 4 2 4 4 2 2 2 4
745,Vestjyllands Storkreds,Eva,Borchorst Mejnertz,A,4 1 4 2 4 2 4 1 2 5 4 5 4 2 4 2 2 4 4 2 4 4 2 2 2
746,Nordsjællands Storkreds,Fie,Hækkerup,A,2 2 2 4 4 2 4 2 4 4 4 5 4 2 4 2 2 4 2 4 4 4 2 4 2
747,Sjællands Storkreds,Filiz Sarah,Thunø,A,2 1 5 1 5 1 5 1 4 4 5 5 5 1 5 1 1 1 1 2 5 5 1 1 5
748,Nordjyllands Storkreds,Flemming,Møller Mortensen,A,2 1 4 4 4 2 5 1 2 2 4 5 2 2 4 2 2 4 4 2 4 4 2 4 2
749,Sjællands Storkreds,Frederik,Vad,A,2 4 4 2 4 2 4 2 4 5 4 2 4 4 2 4 4 2 4 2 4 2
750,Københavns Omegns Storkreds,Gunvor,Wibroe,A,4 1 4 4 5 1 5 1 2 5 5 5 5 1 5 1 2 5 2 2 4 4 1 2 4
751,Nordsjællands Storkreds,Henrik,Møller,A,2 1 1 4 4 4 5 1 1 2 4 5 4 2 4 2 2 4 4 2 5 4 1 4 2
752,Københavns Storkreds,Ida,Auken,A,2 1 4 4 4 2 4 2 4 4 4 5 5 2 5 2 4 4 2 4 4 4 2 4 4
753,UNKNOWN,Jarl,Feyling,A,
754,Københavns Omegns Storkreds,Jens Anton,Tingstrøm,A,4 1 4 4 4 2 4 1 2 4 4 5 5 2 4 1 2 4 2 2 4 4 1 2 2
755,Fyns Storkreds,Jeppe,Bruus,A,2 2 4 4 4 2 4 2 2 4 4 5 4 2 4 4 2 4 4 2 4 4 2 2 2
756,Sydjyllands Storkreds,Jesper,Petersen,A,4 2 4 4 4 2 4 2 2 4 4 5 4 2 4 2 2 4 4 2 4 4 2 2 2
757,Sjællands Storkreds,Julie,Kølskov,A,2 1 5 4 5 1 4 2 2 4 4 5 4 2 4 2 2 2 4 2 4 5 2 2 4
758,Sjællands Storkreds,Kanishka,Dastageer,A,4 2 4 4 5 2 4 2 2 4 4 5 2 2 2 4 2 5 4 1 5 4 2 4 2
759,UNKNOWN,Kasper,Flygare,A,4 2 2 2 4 2 4 2 2 4 2 4 4 2 4 2 2 4 4 4 2 4 2 4 4
760,Vestjyllands Storkreds,Kasper B.G.,Lauritsen,A,4 2 4 2 5 2 4 2 2 4 4 5 4 1 5 2 2 4 4 4 4 4 2 2 2
761,Sjællands Storkreds,Kasper,Roug,A,4 1 4 4 5 1 4 2 2 4 2 5 4 2 4 2 4 4 4 2 4 2 1 4 2
762,Vestjyllands Storkreds,Katrine,Evelyn Jensen,A,2 2 4 4 5 2 4 2 2 4 4 4 2 2 2 2 2 4 4 1 4 4 2 2 4
763,Nordjyllands Storkreds,Kiki Bille,Bach,A,4 2 2 4 5 1 2 2 2 2 4 4 2 2 2 2 4 4 4 2 4 2 2 4 2
764,Sydjyllands Storkreds,Kim,Eskesen,A,4 2 2 2 4 1 4 1 5 2 2 1 4 5 4 5 1 4 2
765,Fyns Storkreds,Kim,Aas,A,4 2 4 2 4 2 4 2 2 4 4 4 4 2 4 2 2 2 2 2 4 4 2 4 4
766,Sydjyllands Storkreds,Kris,Jensen Skriver,A,4 2 4 4 4 2 4 2 2 2 5 4 4 2 4 2 2 4 4 2 5 2 2 4 2
767,Sjællands Storkreds,Kaare,Dybvad Bek,A,2 2 2 5 4 1 4 2 2 2 4 5 2 1 2 2 2 4 4 1 4 4 2 2 2
768,UNKNOWN,Lars,Fibæk,A,
769,Sydjyllands Storkreds,Lars Rømer,Olsen,A,1 2 4 4 5 1 4 2 4 4 5 5 2 1 4 4 2 5 2 2 4 4 4 2 2
770,Fyns Storkreds,Lasse,Haugaard Pedersen,A,2 2 4 4 5 1 4 4 2 4 4 4 2 2 5 2 4 4 4 1 4 4 2 2 2
771,Bornholms Storkreds,Lea,Wermelin,A,4 2 2 4 5 2 4 2 4 2 4 4 4 2 4 2 2 4 4 2 4 4 2 4 2
772,Østjyllands Storkreds,Leif,Lahn Jensen,A,4 2 2 4 4 2 4 2 4 4 4 5 4 2 2 4 2 4 4 4 4 4 2 4 2
773,UNKNOWN,Lise,Jørgensen,A,
774,Nordsjællands Storkreds,Louise,Mehnke,A,2 2 2 2 2 1 4 1 1 2 4 5 4 2 5 1 2 4 2 4 4 4 1 2 2
775,UNKNOWN,Louise,Stenmann,A,
776,Københavns Omegns Storkreds,Magnus,Barsøe,A,4 1 4 5 2 2 4 2 2 2 4 5 4 2 5 2 2 4 4 2 4 4 2 2 2
777,Sjællands Storkreds,Magnus,Heunicke,A,2 2 2 4 5 2 4 2 4 2 4 5 4 2 5 2 4 4 4 2 4 5 2 4 2
778,Østjyllands Storkreds,Malte,Larsen,A,4 2 2 4 5 2 2 2 2 2 2 5 2 2 4 2 2 4 4 2 4 4 2 2 2
779,Sydjyllands Storkreds,Maria,Radoor,A,2 2 4 4 2 2 2 2 1 2 4 5 4 2 4 2 2 4 4 2 4 4 2 2 4
780,Københavns Omegns Storkreds,Maria,Durhuus,A,4 1 2 2 4 1 5 2 2 4 4 5 2 1 4 4 2 2 4 2 2 4 2 4 2
781,Fyns Storkreds,Maria,Gudme,A,4 2 4 2 4 1 4 2 1 2 4 4 4 1 4 2 2 2 2 2 4 4 2 2 2
782,Nordsjællands Storkreds,Matilde,Powers,A,4 2 4 2 4 1 4 2 2 4 4 5 5 2 5 2 2 4 2 1 4 5 2 2 2
783,Københavns Omegns Storkreds,Mattias,Tesfaye,A,2 2 2 5 4 2 4 2 4 2 4 4 4 2 4 4 2 4 4 2 4 4 2 4 2
784,UNKNOWN,Mette,Frederiksen,A,
785,Københavns Storkreds,Mette,Reissmann,A,4 2 4 2 2 2 2 2 2 2 4 4 2 4 2 2 4 2 4 2 1 2 4 4
786,Vestjyllands Storkreds,Mogens,Jensen,A,2 2 4 2 4 2 2 2 2 4 4 4 2 2 4 2 2 4 4 2 4 4 1 4 4
787,Nordjyllands Storkreds,Morten,Ryom,A,4 1 5 2 4 1 4 2 2 4 4 4 4 1 4 2 2 4 1 2 4 1 2 4
788,Københavns Omegns Storkreds,Morten,Bødskov,A,2 2 4 4 4 2 4 2 4 2 4 5 4 2 2 4 2 4 4 4 4 5 2 4 2
789,Østjyllands Storkreds,Nicolai,Wammen,A,2 2 2 4 4 2 4 2 4 4 4 5 4 2 4 2 2 4 2 2 4 4 2 4 2
790,Nordjyllands Storkreds,Peder,Key Kristiansen,A,4 1 4 1 4 2 2 2 2 4 4 4 4 2 2 2 2 2 4 4 2 2 2 5 2
791,Nordjyllands Storkreds,Per,Husted,A,4 2 2 4 5 2 4 2 2 4 4 4 2 2 4 4 2 4 4 2 4 4 2 4 2
792,UNKNOWN,Per Kamp,Stefansen,A,
793,Københavns Storkreds,Peter,Hummelgaard,A,2 2 4 4 4 2 4 2 4 4 5 4 2 4 2 4 4 2 2 4 4 2 4 2
794,Nordsjællands Storkreds,Rasmus,Stoklund,A,2 2 4 4 4 2 4 4 4 4 4 5 2 2 2 4 2 4 4 2 4 4 2 4 2
795,Sjællands Storkreds,Rasmus Horn,Langhoff,A,5 1 4 4 5 1 2 1 1 5 4 5 4 1 2 2 2 4 4 2 4 5 1 4 4
796,Fyns Storkreds,Sara,Emil Baaring,A,4 2 2 5 5 1 4 2 4 2 4 5 2 2 4 2 2 4 4 1 4 5 2 2 2
797,Nordjyllands Storkreds,Simon,Kollerup,A,2 2 4 4 4 2 2 2 4 4 4 4 4 2 4 4 2 4 4 4 4 4 2 4 4
798,Københavns Omegns Storkreds,Sofie,de Bretteville,A,2 2 4 4 4 2 4 2 2 4 4 5 4 2 4 2 2 4 2 2 4 4 2 4 4
799,Københavns Storkreds,Sophie,Hæstorp Andersen,A,2 1 4 4 4 2 4 1 2 2 4 5 5 2 4 1 4 4 4 2 4 4 2 4 2
800,Nordsjællands Storkreds,Søren,Rye,A,4 1 2 2 2 2 2 1 2 4 4 5 4 2 5 1 2 4 2 4 4 5 1 5 4
801,Sjællands Storkreds,Tanja,Larsson,A,4 2 4 4 2 4 2 4 4 4 4 4 2 4 4 2 4 4 2 4 2 2 2 2
802,Sydjyllands Storkreds,Theis,Kylling Hommeltoft,A,4 2 4 2 4 2 2 2 4 2 2 5 4 2 4 2 2 4 2 4 4 4 1 2 4
803,Nordjyllands Storkreds,Thomas,Klimek,A,2 1 4 4 5 1 4 2 4 4 4 4 2 2 4 2 4 4 1 4 1 4 4
804,Østjyllands Storkreds,Thomas,Monberg,A,2 1 4 4 4 2 4 2 2 4 2 5 4 2 2 2 2 4 4 1 4 2 1 2 4
805,Fyns Storkreds,Thomas,Skriver Jensen,A,4 2 4 4 2 1 4 2 2 2 4 4 4 2 2 2 2 4 2 1 4 4 2 2 2
806,UNKNOWN,Tommi,Christensen,A,
807,Sjællands Storkreds,Trine,Birk Andersen,A,4 1 2 2 5 1 2 2 2 5 4 4 4 2 5 2 2 2 4 1 4 5 2 2 2
808,Fyns Storkreds,Trine,Bramsen,A,2 4 4 4 4 2 4 2 2 4 4 5 4 2 4 4 2 4 4 2 4 4 2 2 2
809,Sjællands Storkreds,Valdemar,Alban,A,4 1 2 4 5 2 4 2 4 4 4 5 4 2 5 2 1 5 5 2 4 2 2 2 4
810,Vestjyllands Storkreds,Vinnie,Borbjerg,A,4 1 4 4 4 1 5 2 2 4 2 5 2 2 4 2 2 4 4 4 2 4 1 2 1
811,Københavns Storkreds,Yildiz,Akdogan,A,4 2 4 0 4 2 4 2 2 4 4 5 4 2 5 2 4 4 2 4 4 4 1 4 4
812,Østjyllands Storkreds,Bia,Ndamukunda,C,1 1 5 5 2 2 1 4 5 1 5 5 2 5 5 5 1 5 4 2 4 5 2 1 4
813,Vestjyllands Storkreds,Lau,Sørensen,C,4 1 2 1 5 4 2 2 4 4 1 5 4 4 5 2 2 4 2 2 4 2 1 2 4
814,UNKNOWN,Morten,Sørensen,C,2 1 5 5 4 5 1 4 5 1 5 5 2 5 4 2 1 5 4 2 5 4 4 1 1
815,Sydjyllands Storkreds,Morten Trillingsgaard,Høybye,C,1 1 4 5 2 4 1 4 5 1 4 5 2 5 5 1 1 5 4 1 5 5 5 2 2
816,Københavns Storkreds,Rasmus,Bjergegaard,C,1 2 4 2 2 2 4 4 2 4 4 4 4 4 2 1 4 2 2 4 2 2 2 2
817,Nordjyllands Storkreds,Stine,Thier-Andersen,C,4 1 4 4 4 2 2 2 5 2 5 5 4 4 4 4 2 4 5 4 4 5 4 2 2
818,Sjællands Storkreds,Victoria Helene,Olsen,C,2 1 5 5 2 4 1 4 5 2 5 4 2 4 4 2 1 5 4 2 4 4 4 1 1
819,Københavns Omegns Storkreds,Frank,Clausen,I,2 1 5 4 2 4 1 4 5 2 5 2 2 5 2 5 1 5 4 4 4 2 5 1 4
820,Nordjyllands Storkreds,Claus,Beck,I,1 1 4 4 2 4 1 4 5 1 5 4 2 4 2 5 1 4 4 4 5 1 5 1 2
821,Østjyllands Storkreds,Louise,Svenstrup,I,1 1 5 4 2 5 1 4 5 2 4 1 2 4 1 4 1 5 5 2 5 1 5 1 4
822,UNKNOWN,,,,
823,UNKNOWN,,,,
824,Sjællands Storkreds,Valentina,Crast,Å,4 1 1 2 4 2 2 1 2 2 4 5 5 1 5 1 2 1 1 2 1 5 2 4 2
825,Vestjyllands Storkreds,Peter,Bilgrav,Å,5 1 5 1 5 1 5 1 4 5 5 5 5 1 5 1 5 2 2 5 1 5 1 1
826,Københavns Omegns Storkreds,Taner,Genc,F,4 1 5 2 4 1 4 1 2 5 5 5 5 1 4 2 5 4 2 4 2 4 1 1 2
827,Nordsjællands Storkreds,Jacob,Mark,F,4 1 5 4 4 1 5 1 2 5 5 5 5 1 4 1 5 4 4 1 4 4 1 1 2
828,UNKNOWN,,,,
829,UNKNOWN,,,,
830,Sydjyllands Storkreds,Allan,Svendsen,O,1 5 5 5 4 1 2 5 5 2 5 5 2 2 1 5 2 5 5 1 5 5 5 1 1
831,Sjællands Storkreds,Jacob,Bentsen,O,1 4 5 5 5 1 2 5 5 2 4 2 2 4 4 5 2 5 5 1 5 5 4 1 1
832,UNKNOWN,David,Ibsen,I,
833,Nordjyllands Storkreds,Ditte Ravn,Kaagaard,M,2 1 1 1 4 4 1 1 4 2 2 5 4 4 4 2 2 4 4 2 4 2 5 4
834,Fyns Storkreds,Andreas,Lausen,M,2 1 2 2 4 4 1 1 4 2 2 5 2 2 4 2 4 2 2 4 4 4 1 5 4
835,Sjællands Storkreds,Brian,Perri,M,2 2 2 2 4 4 1 1 4 2 2 5 4 4 4 2 2 4 5 5 4 4 2 5 4
836,Sydjyllands Storkreds,Lone,Hansen,M,2 1 1 2 4 4 1 1 4 2 2 5 4 4 5 2 1 2 2 4 4 4 2 5 4
837,Sjællands Storkreds,Pia Olsen,Dyhr,F,4 1 5 2 4 2 4 1 2 4 4 5 5 1 4 2 4 4 2 2 4 4 1 1 2
838,Sjællands Storkreds,Ali,Yahya,F,4 2 5 2 4 2 4 2 2 4 4 5 5 2 4 2 4 4 2 2 4 5 2 2 2
839,Københavns Storkreds,Stig,Ekman,A,4 1 4 2 4 2 4 1 1 5 2 5 5 2 5 2 2 4 4 4 1 4 1 4 2
840,Nordjyllands Storkreds,Dorthe,Pedersen,C,2 4 2 4 4 1 2 4 5 2 5 4 2 2 2 4 1 4 5 2 4 4 1 2
841,Sjællands Storkreds,Rune,Kristensen,C,1 2 5 4 5 2 1 4 5 4 4 4 2 4 2 2 2 4 5 4 4 4 4 1 4
842,Bornholms Storkreds,Peter Svarre,Fridolf,C,1 1 2 4 4 2 1 2 1 2 2 5 2 4 4 2 1 4 2 5 2 4 1 4 2
843,Østjyllands Storkreds,Erik,Særkjær,A,2 1 4 2 5 1 5 1 2 4 4 5 4 1 5 1 4 2 2 4 4 1 1 2 4
844,Østjyllands Storkreds,Anders,Kühnau,A,4 2 2 2 4 2 4 2 2 4 4 4 4 2 4 2 2 2 4 4 2 4 2 2 2
845,UNKNOWN,Charlotte Friberg,Henriksen,H,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
846,Fyns Storkreds,Charlotte,Møller-Madsen,H,2 5 5 5 4 2 2 5 4 4 5 5 4 4 5 5 4 5 5 1 5 5 4 1 2
847,Københavns Omegns Storkreds,Allan,Orland,H,1 4 5 5 2 4 1 5 5 2 5 4 2 2 5 5 4 5 4 1 5 5 5 1 4
848,Københavns Omegns Storkreds,Frederik,Lundberg,H,1 5 5 5 1 2 1 5 5 1 4 4 1 5 2 5 2 5 5 1 5 5 5 1 2
849,Nordjyllands Storkreds,Arne,Hyldgaard,H,1 4 5 5 5 1 1 4 5 4 4 2 1 4 4 5 2 5 5 1 5 5 5 1 4
850,Sydjyllands Storkreds,Jan Køpke,Christensen,H,1 2 5 5 4 1 1 5 5 4 4 2 1 5 2 5 2 5 5 1 5 5 4 1 4
851,UNKNOWN,,,,
852,Østjyllands Storkreds,Michael Bang,Pedersen,H,1 4 0 0 4 0 1 0 5 0 0 4 0 2 4 0 0 0 5 0 0 5 5 2 0
853,Vestjyllands Storkreds,Lina Sikora,Christiansen,Å,4 1 2 1 4 4 5 1 4 5 4 5 5 1 5 2 5 5 4 2 4 2 2 2 2
854,Østjyllands Storkreds,Bjørn,Olsen,Å,4 2 4 2 4 4 4 2 1 5 4 5 5 1 4 1 5 2 4 4 4 5 2 2 4
855,Sjællands Storkreds,Elise,Sydendal,Å,5 2 5 1 5 2 5 1 2 5 4 5 5 2 4 1 5 1 2 4 2 4 1 1 4
856,Københavns Storkreds,Jakob Ravn,Karlsen,Å,4 1 5 1 5 1 5 1 5 4 5 5 5 1 5 1 5 4 1 5 2 1 1 1 5
857,Københavns Storkreds,Lise,Coermann,Å,5 2 4 1 4 2 5 1 2 5 4 5 5 1 4 2 4 1 4 4 2 4 2 1 4
858,Fyns Storkreds,Anna Katrine Leth,Rehn,F,4 2 5 2 4 2 5 2 2 4 4 5 4 1 5 2 4 2 2 2 5 2 1 4
859,Østjyllands Storkreds,Carina,Sarkkinen,F,2 1 4 2 4 1 4 2 1 4 4 4 2 2 2 4 2 4 4 1 2 5 2 4 1
860,Fyns Storkreds,Charlotte,Ellenberger,F,5 2 5 2 4 1 4 4 4 4 4 5 5 1 4 1 5 4 4 2 4 4 1 1 2
861,Nordjyllands Storkreds,Christina,Lykke,F,4 2 5 1 5 2 4 2 2 4 4 5 4 1 4 2 2 2 4 2 2 5 1 1 2
862,UNKNOWN,Johannes Skov,Pedersen,F,5 1 5 1 5 2 5 2 2 5 5 5 5 1 4 1 4 4 2 2 4 4 1 1 2
863,UNKNOWN,Lars,Nissen,F,4 2 5 2 5 1 4 1 1 5 4 5 4 1 5 1 5 4 2 4 1 2 1 2 5
864,Fyns Storkreds,Laura Elise,Andersen-Mühl,F,5 1 5 2 4 1 5 1 4 5 5 5 5 2 5 1 4 1 1 4 2 4 1 1 4
865,Fyns Storkreds,Linda,Bollerup,F,4 1 4 4 5 1 4 5 2 5 4 5 4 1 1 4 2 1 2 4 5 4 1 4 2
866,Sjællands Storkreds,Martin Graff,Jørgensen,F,4 2 5 2 5 1 4 1 2 4 4 5 5 1 4 1 4 4 4 4 1 4 2 2 4
867,Østjyllands Storkreds,Rasmus T.,Mortensen,F,4 2 5 2 4 2 5 1 2 5 4 5 5 2 4 2 4 2 4 2 2 4 1 1 2
868,Nordjyllands Storkreds,Torsten,Wetche,B,2 1 2 2 4 2 2 2 4 4 2 5 4 2 2 2 2 2 4 4 2 4 2 4 4
869,Nordjyllands Storkreds,Emma Biørn,Tretow-Fish,B,4 1 2 2 4 2 4 1 2 5 4 5 5 2 5 1 4 1 2 4 2 5 1 4 4
870,Nordjyllands Storkreds,Gorm,Simonsen,B,2 1 1 2 4 2 4 1 2 4 2 5 4 2 5 1 2 1 4 4 4 4 1 4 4
871,Københavns Storkreds,Julie,Herdal,B,2 2 2 2 2 2 1 1 5 5 4 5 5 2 5 1 5 1 2 4 1 4 2 4 5
872,Sydjyllands Storkreds,Barbara,Krarup Hansen,B,0 1 5 2 5 2 2 1 1 5 4 5 5 1 4 1 2 4 4 5 2 4 1 4 4
873,Fyns Storkreds,Stine,Larsen,Å,5 4 4 1 5 2 5 1 2 5 4 5 5 1 5 1 4 1 2 4 1 4 1 1 4
874,Østjyllands Storkreds,Jakob,Jensen,Ø,5 2 5 1 5 1 5 1 1 5 4 5 5 1 4 1 5 1 4 5 1 5 1 1 4
875,Sydjyllands Storkreds,Karina,Adsbøl,Æ,2 2 5 5 5 2 2 5 4 2 4 2 4 4 1 5 2 5 5 1 4 5 4 1 1
876,Bornholms Storkreds,Asta,Kofod,Ø,5 1 5 1 5 1 5 1 2 5 4 5 5 2 2 1 4 1 2 4 1 5 1 1 5
877,UNKNOWN,Lasse,Oszadlik,M,
878,Fyns Storkreds,Camilla Schuster,Nygaard,M,2 1 1 2 4 4 1 1 4 2 2 5 4 4 4 2 1 2 4 4 4 4 2 5 2
879,Københavns Omegns Storkreds,Zishan,Ali,M,2 2 2 2 4 2 1 1 4 2 4 5 2 2 4 2 2 2 4 4 5 4 2 5 4
880,Nordjyllands Storkreds,Thomas,Skovgaard,M,4 1 1 2 5 4 1 1 4 2 2 5 4 4 4 2 1 2 4 4 5 4 2 5 4
881,Nordsjællands Storkreds,Pernille,Christensen,M,2 1 2 2 4 4 1 1 4 4 2 5 4 4 5 1 1 2 4 4 4 4 1 5 4
882,Københavns Storkreds,Marcus,Vesterager,A,4 2 4 4 4 2 4 1 2 4 4 5 5 2 5 1 2 4 2 4 2 4 2 4 4
883,Østjyllands Storkreds,Louise,Louring,V,1 2 2 5 2 4 1 4 4 1 4 4 2 4 4 4 4 4 4 2 4 4 4 2 4
884,Sjællands Storkreds,Bob Richard,Nielsen,Æ,2 1 5 5 4 1 1 5 4 1 5 2 1 5 1 5 1 5 5 1 5 4 5 1 1
885,Sjællands Storkreds,Benny,Damgaard,Æ,2 1 4 4 5 4 2 2 4 2 4 4 5 2 5 2 1 4 5 4 4 4 5
886,UNKNOWN,Bo,Tønnesen,Å,
887,Østjyllands Storkreds,Hans,Skou,V,1 1 2 4 4 4 1 4 4 1 4 2 4 4 2 1 5 5 2 5 5 4 2 2
888,Sjællands Storkreds,Tina,Mandrup,V,1 1 4 4 4 4 1 5 4 1 1 5 2 4 4 1 1 5 5 1 5 4 2 2
889,Fyns Storkreds,Claus,Oxfeldt,V,1 2 1 5 2 4 1 5 4 2 4 5 2 4 4 1 1 5 5 2 5 5 4 1 2
890,Vestjyllands Storkreds,Simon,Højer,C,4 2 4 4 4 2 1 1 5 2 2 4 2 4 4 2 2 4 4 4 4 4 2 2 2
891,Københavns Storkreds,Lasse Vogel,Andersen,C,4 2 4 5 4 4 1 4 5 4 5 4 4 5 5 4 1 5 4 4 5 5 4 2 4
892,Københavns Storkreds,Pernille,Birch,C,1 2 4 4 2 4 1 4 4 2 4 4 4 4 2 2 2 4 4 2 4 2 4 1 4
893,Sydjyllands Storkreds,Cecilie C.,Johannsen,C,2 2 2 4 2 2 2 4 4 2 2 4 4 4 4 2 1 2 4 2 4 4 4 2 5
894,Bornholms Storkreds,Helle Munk,Ravnborg,Ø,5 1 5 1 5 1 5 1 1 5 4 5 5 1 4 1 4 1 4 2 1 5 1 1 2
895,Fyns Storkreds,Mette,Skaarup,Ø,5 1 5 1 4 1 5 1 1 5 4 5 5 2 4 1 4 1 2 4 1 5 1 1 4
896,Nordsjællands Storkreds,Rasmus,Petersen,Ø,5 1 5 1 5 1 5 1 1 5 2 5 5 1 4 2 4 2 4 4 1 4 1 1 4
897,Sjællands Storkreds,Kevin Alex,Rasmussen,Ø,5 2 4 1 5 1 5 1 1 5 4 5 5 1 4 2 4 1 4 2 1 5 1 1 5
898,Vestjyllands Storkreds,Damian Hartvig,Mathiesen,Ø,5 1 5 1 4 1 5 1 2 5 2 5 5 1 2 1 5 1 4 4 1 5 1 1 4
899,Vestjyllands Storkreds,Henning Bo,Madsen,Ø,5 1 4 1 5 5 4 5 5 1 5 1 4 2 2 2 4 1 2
900,Vestjyllands Storkreds,Henning,Lindberg,Ø,5 2 1 5 2 4 1 2 5 4 5 5 1 2 5 1 4 2 2 2 4
901,Østjyllands Storkreds,Lisbeth,Ivanhoe,Ø,5 1 5 1 4 1 5 1 2 5 4 5 5 2 2 2 4 1 4 2 1 5 1 1 2
902,Østjyllands Storkreds,Dennis,Munk,Ø,5 1 5 1 5 1 5 1 1 5 5 5 5 1 5 1 5 1 2 4 2 5 1 1 5
903,Københavns Omegns Storkreds,Signe,Wenneberg,Å,5 1 5 1 2 2 2 1 2 5 4 5 5 1 5 1 5 2 2 2 2 5 1 1 5
904,Københavns Storkreds,Camilla,Hoffmann,A,5 1 4 1 4 2 1 1 5 4 5 5 1 5 1 2 2 2 4 4 5 1 2 4
905,Østjyllands Storkreds,Mathias,Thybo,A,4 1 4 4 4 2 4 2 2 4 4 4 4 2 4 2 2 4 2 2 2 4 2 2 2
906,Vestjyllands Storkreds,Ragnar,Dixen,I,1 2 5 4 2 5 1 4 5 2 4 2 2 4 2 2 1 5 4 4 4 2 5 1 4
907,UNKNOWN,Iben Forum,Jeppesen,I,
908,Vestjyllands Storkreds,Keld,Lorenzen,I,1 2 5 5 2 4 1 5 5 1 5 4 1 5 4 2 1 4 4 4 5 5 4 1 4
909,UNKNOWN,Annette Sofia,Skotte,I,
910,Vestjyllands Storkreds,Kevin,Possekel,I,1 1 5 4 2 4 1 4 5 2 5 2 2 5 2 2 1 5 5 4 5 2 5 1 4
911,Fyns Storkreds,Gustav,Wilde,I,1 1 5 5 2 4 1 5 5 2 4 2 2 5 1 2 2 5 5 2 4 2 5 1 2
912,Nordsjællands Storkreds,Ayhan,Kilic,M,
913,Østjyllands Storkreds,Anna,Calero,Å,5 4 5 1 5 4 5 1 4 5 5 5 5 1 5 1 5 1 2 2 5 5 2 2 2
914,Østjyllands Storkreds,Gitte Dreier,Jacobsen,Å,5 1 4 1 4 2 4 1 2 5 2 5 5 1 4 1 5 1 2 5 2 4 2 1 4
915,Østjyllands Storkreds,Hanne K.,Mortensen,Å,4 4 5 2 4 1 1 2 1 4 4 5 5 2 5 4 2 2 2 2 2 5 2 4 1
916,Østjyllands Storkreds,Kim,Sørensen,Å,0 2 5 1 5 1 5 2 1 5 2 5 5 1 5 1 5 1 2 2 2 4 1 2 4
917,UNKNOWN,Lissi,Bagge,Å,
918,Østjyllands Storkreds,Marcus Bech,Pedersen,Å,5 1 1 2 4 2 1 1 5 5 1 5 5 1 5 1 5 1 1 5 1 4 1 4 5
919,Østjyllands Storkreds,Pernille,Skærsø,Å,5 1 4 1 2 4 2 2 4 4 4 5 5 1 4 1 4 1 2 4 4 2 1 4 4
920,UNKNOWN,Sasja Elkjær,Krogsdal,Å,
921,Østjyllands Storkreds,Thomas Due,Nielsen,Å,5 2 4 2 4 1 5 2 2 4 4 5 5 1 4 1 5 2 4 4 4 5 1 1 4
922,Østjyllands Storkreds,Thomas Quist,Mortensen,Å,5 2 4 1 5 2 5 1 2 5 5 5 5 1 4 1 5 2 4 2 2 5 1 1 4
923,Østjyllands Storkreds,Thor Clasen,Jonasen,Å,5 1 4 1 5 2 5 2 4 4 2 5 5 1 4 1 1 2 4 2 2 1 1 2
924,Østjyllands Storkreds,Tina,Kjær,Å,4 1 4 1 2 4 1 2 5 4 5 5 1 5 1 5 4 4 4 1 4 1 2 5
925,UNKNOWN,Tenna Duch,Schaldemose,Å,
926,UNKNOWN,,,,
927,Nordsjællands Storkreds,Daniel,Drefeld,C,2 2 4 5 2 4 1 4 5 2 4 4 2 4 4 2 2 4 2 2 4 4 4 1 4
